,FLARE_TYPE,COINCIDENCE,SAVNCPP_1,SAVNCPP_2,SAVNCPP_3,SAVNCPP_4,SAVNCPP_5
552,M,False,9611500000000.0,6515500000000.0,5951700000000.0,7578900000000.0,10723000000000.0
553,M,True,16552000000000.0,14810000000000.0,15139000000000.0,15453000000000.0,16887000000000.0
554,M,False,29122000000000.0,32476000000000.0,32960000000000.0,32330000000000.0,32588000000000.0
555,M,False,10734000000000.0,9558500000000.0,8852200000000.0,8440200000000.0,6603800000000.0
556,M,True,11247000000000.0,10700000000000.0,7821800000000.0,8611600000000.0,9725900000000.0
557,M,False,9009400000000.0,11430000000000.0,11109000000000.0,12259000000000.0,11542000000000.0
558,M,False,8873800000000.0,6919300000000.0,6053100000000.0,7259600000000.0,6328200000000.0
559,M,False,9672400000000.0,10290000000000.0,9939700000000.0,7476600000000.0,8286400000000.0
560,M,False,7923500000000.0,8901400000000.0,8498700000000.0,8850500000000.0,9520100000000.0
561,M,True,21171000000000.0,20750000000000.0,20591000000000.0,18424000000000.0,18559000000000.0
562,M,True,12851000000000.0,13159000000000.0,14801000000000.0,14975000000000.0,16058000000000.0
563,M,True,1738400000000.0,4348700000000.0,3091500000000.0,2453100000000.0,2106400000000.0
564,M,True,15974000000000.0,16047000000000.0,15011000000000.0,17440000000000.0,18471000000000.0
565,M,True,17361000000000.0,17138000000000.0,17855000000000.0,18226000000000.0,14907000000000.0
566,M,False,18122000000000.0,17337000000000.0,17896000000000.0,16687000000000.0,17569000000000.0
567,M,True,8349200000000.0,555130000000.0,4502000000000.0,4225900000000.0,5928300000000.0
568,M,True,28298000000000.0,27124000000000.0,26327000000000.0,25721000000000.0,27066000000000.0
569,M,False,27652000000000.0,27871000000000.0,25856000000000.0,26453000000000.0,28854000000000.0
570,M,False,8743200000000.0,3293400000000.0,4712100000000.0,7688300000000.0,8580600000000.0
571,M,False,28854000000000.0,28490000000000.0,26552000000000.0,27575000000000.0,27391000000000.0
572,M,False,27391000000000.0,27718000000000.0,28301000000000.0,28814000000000.0,32312000000000.0
573,M,False,3311000000000.0,1144500000000.0,3658200000000.0,2137800000000.0,1930400000000.0
574,M,True,20308000000000.0,21092000000000.0,20900000000000.0,21598000000000.0,18621000000000.0
575,M,True,9449600000000.0,11482000000000.0,13653000000000.0,9337800000000.0,10906000000000.0
576,M,False,7965900000000.0,3619800000000.0,3275600000000.0,6856300000000.0,7693200000000.0
577,M,True,10470000000000.0,10444000000000.0,8450500000000.0,4880000000000.0,5738400000000.0
578,M,True,10824000000000.0,12815000000000.0,12665000000000.0,12675000000000.0,13590000000000.0
579,M,True,17645000000000.0,16542000000000.0,15936000000000.0,14480000000000.0,21338000000000.0
580,M,False,14266000000000.0,21445000000000.0,14175000000000.0,32967000000000.0,25893000000000.0
581,M,False,29776000000000.0,19429000000000.0,9369800000000.0,9519500000000.0,13138000000000.0
582,M,False,14976000000000.0,9565500000000.0,9956900000000.0,6996600000000.0,11940000000000.0
583,M,True,20845000000000.0,20177000000000.0,20600000000000.0,21099000000000.0,20446000000000.0
584,M,False,17581000000000.0,17785000000000.0,18281000000000.0,18691000000000.0,19706000000000.0
585,M,True,1102100000000.0,1035600000000.0,1349800000000.0,1369900000000.0,1311600000000.0
586,M,False,1349800000000.0,1369900000000.0,1311600000000.0,1195000000000.0,1140400000000.0
587,M,False,4722400000000.0,6652700000000.0,5305900000000.0,5119300000000.0,5780100000000.0
588,M,True,2626200000000.0,3480500000000.0,3248500000000.0,4158400000000.0,903710000000.0
589,M,False,8577400000000.0,11552000000000.0,9373400000000.0,9936100000000.0,6846900000000.0
590,M,False,11136000000000.0,8499900000000.0,8747600000000.0,8385700000000.0,10110000000000.0
591,M,False,5100200000000.0,4736200000000.0,4671800000000.0,5641300000000.0,5555700000000.0
592,M,False,5988600000000.0,4903100000000.0,3780700000000.0,2205300000000.0,7736400000000.0
593,M,False,16349000000000.0,17941000000000.0,17365000000000.0,18092000000000.0,16598000000000.0
594,M,False,15810000000000.0,16610000000000.0,16815000000000.0,15833000000000.0,15147000000000.0
595,M,False,11747000000000.0,10565000000000.0,10927000000000.0,9210900000000.0,10218000000000.0
596,M,False,19413000000000.0,21466000000000.0,19328000000000.0,21336000000000.0,19763000000000.0
597,M,True,6268300000000.0,7426800000000.0,12645000000000.0,11882000000000.0,7911400000000.0
598,M,False,11098000000000.0,5524400000000.0,10260000000000.0,28746000000.0,4179800000000.0
599,M,False,27996000000000.0,28887000000000.0,27950000000000.0,28398000000000.0,26934000000000.0
600,M,True,3831600000000.0,5005700000000.0,4719800000000.0,3937900000000.0,3470500000000.0
601,M,False,3470500000000.0,2528800000000.0,4736000000000.0,3534000000000.0,2915000000000.0
602,M,True,10853000000000.0,10944000000000.0,9294700000000.0,9663400000000.0,8908800000000.0
603,M,False,8772000000000.0,8417300000000.0,6982000000000.0,5377200000000.0,6949600000000.0
604,M,False,6982000000000.0,5377200000000.0,6949600000000.0,7399600000000.0,5019100000000.0
605,M,True,15151000000000.0,2832900000000.0,16278000000000.0,14045000000000.0,16177000000000.0
606,M,False,9499300000000.0,11862000000000.0,7660100000000.0,9251800000000.0,12912000000000.0
607,M,True,1013400000000.0,1107800000000.0,1351900000000.0,1050300000000.0,1392100000000.0
608,M,False,1422300000000.0,1985400000000.0,1758700000000.0,3524100000000.0,3809900000000.0
609,M,True,3785300000000.0,3957700000000.0,4343700000000.0,3595000000000.0,2723200000000.0
610,M,True,2892300000000.0,3274200000000.0,3569900000000.0,2634900000000.0,2840400000000.0
611,M,False,7911500000000.0,8062100000000.0,7022900000000.0,7053300000000.0,6554200000000.0
612,M,True,13497000000000.0,9947500000000.0,11447000000000.0,13906000000000.0,14979000000000.0
613,M,False,10162000000000.0,7438100000000.0,10570000000000.0,10785000000000.0,12120000000000.0
614,M,False,9277600000000.0,13554000000000.0,13987000000000.0,14609000000000.0,13089000000000.0
615,M,False,15388000000000.0,10740000000000.0,6024600000000.0,5231900000000.0,2451000000000.0
616,M,False,12705000000000.0,8624400000000.0,6718900000000.0,3912600000000.0,6614000000000.0
617,M,False,10669000000000.0,8926700000000.0,11836000000000.0,11968000000000.0,11391000000000.0
618,M,True,13773000000000.0,12518000000000.0,12850000000000.0,13567000000000.0,15022000000000.0
619,M,True,19120000000000.0,20632000000000.0,23434000000000.0,23166000000000.0,23211000000000.0
620,M,False,23211000000000.0,26984000000000.0,28202000000000.0,27662000000000.0,26815000000000.0
621,M,False,29067000000000.0,29669000000000.0,29313000000000.0,29305000000000.0,30359000000000.0
622,M,False,29313000000000.0,29305000000000.0,30359000000000.0,30432000000000.0,31344000000000.0
623,M,False,40037000000000.0,40606000000000.0,41217000000000.0,42618000000000.0,42323000000000.0
624,M,False,57029000000000.0,55554000000000.0,58510000000000.0,56085000000000.0,56104000000000.0
625,M,False,57686000000000.0,57818000000000.0,58958000000000.0,60533000000000.0,59994000000000.0
626,M,False,59994000000000.0,60699000000000.0,60499000000000.0,58783000000000.0,60923000000000.0
627,M,True,60110000000000.0,60157000000000.0,60130000000000.0,57339000000000.0,59506000000000.0
628,M,True,81745000000000.0,82301000000000.0,80023000000000.0,84702000000000.0,86924000000000.0
629,M,False,87457000000000.0,84508000000000.0,90016000000000.0,88632000000000.0,90844000000000.0
630,M,True,98840000000000.0,98671000000000.0,96476000000000.0,97145000000000.0,97135000000000.0
631,M,True,103340000000000.0,95269000000000.0,93369000000000.0,99681000000000.0,102910000000000.0
632,M,False,93369000000000.0,99681000000000.0,102910000000000.0,101160000000000.0,104570000000000.0
633,M,True,90207000000000.0,81198000000000.0,83900000000000.0,84383000000000.0,79574000000000.0
634,M,False,72633000000000.0,74553000000000.0,70041000000000.0,73636000000000.0,75698000000000.0
635,M,False,78915000000000.0,74143000000000.0,84253000000000.0,78499000000000.0,83722000000000.0
636,M,True,67285000000000.0,72310000000000.0,73437000000000.0,75114000000000.0,74213000000000.0
637,M,True,41554000000000.0,45331000000000.0,47556000000000.0,46180000000000.0,47499000000000.0
638,M,False,37362000000000.0,37586000000000.0,32535000000000.0,38723000000000.0,37845000000000.0
639,M,False,25992000000000.0,30003000000000.0,30706000000000.0,25952000000000.0,22267000000000.0
640,M,True,19455000000000.0,22258000000000.0,21767000000000.0,25046000000000.0,24663000000000.0
641,M,False,3975700000000.0,4191200000000.0,3961800000000.0,4394600000000.0,3888000000000.0
642,M,True,9101200000000.0,8301200000000.0,10024000000000.0,9516500000000.0,9448100000000.0
643,M,False,11437000000000.0,11575000000000.0,11804000000000.0,11371000000000.0,12525000000000.0
644,M,False,15507000000000.0,15241000000000.0,15818000000000.0,14915000000000.0,15488000000000.0
645,M,False,1317600000000.0,1188500000000.0,1759100000000.0,1329700000000.0,2346200000000.0
646,M,False,6264800000000.0,2536000000000.0,4692400000000.0,4918900000000.0,5235400000000.0
647,M,False,28049000000000.0,27356000000000.0,27688000000000.0,26386000000000.0,29869000000000.0
648,M,False,28512000000000.0,29058000000000.0,29897000000000.0,27590000000000.0,27970000000000.0
649,M,False,15736000000000.0,15887000000000.0,15410000000000.0,15854000000000.0,15242000000000.0
650,M,False,14322000000000.0,12457000000000.0,15474000000000.0,15382000000000.0,14871000000000.0
651,C,True,2460500000000.0,1593200000000.0,2280600000000.0,1606900000000.0,2312000000000.0
652,C,True,623080000000.0,523390000000.0,365590000000.0,501800000000.0,1690700000000.0
653,C,False,2686100000000.0,3017000000000.0,3120300000000.0,2909800000000.0,2747100000000.0
654,C,False,5492500000000.0,4019200000000.0,3530400000000.0,3558400000000.0,4811600000000.0
655,C,False,2524500000000.0,1940000000000.0,1812400000000.0,2228700000000.0,2463000000000.0
656,C,False,409440000000.0,620230000000.0,592510000000.0,683290000000.0,828920000000.0
657,C,False,1205900000000.0,1559300000000.0,889860000000.0,2183900000000.0,842020000000.0
658,C,False,2347100000000.0,1971100000000.0,1977900000000.0,1331000000000.0,1847700000000.0
659,C,False,1656600000000.0,4572300000000.0,3075300000000.0,776070000000.0,2328900000000.0
660,C,True,14066000000000.0,14402000000000.0,15274000000000.0,14697000000000.0,14673000000000.0
661,C,False,14892000000000.0,15707000000000.0,14721000000000.0,14028000000000.0,13018000000000.0
662,C,False,585170000000.0,317610000000.0,564090000000.0,578200000000.0,86202000000.0
663,C,False,691240000000.0,1512700000000.0,616190000000.0,561850000000.0,264680000000.0
664,C,False,7574000000000.0,10814000000000.0,10854000000000.0,8411400000000.0,10658000000000.0
665,C,True,126060000000.0,337680000000.0,411120000000.0,307100000000.0,388360000000.0
666,C,True,1974500000000.0,3246500000000.0,3062900000000.0,1579700000000.0,2301700000000.0
667,C,False,4221900000000.0,5535700000000.0,3182600000000.0,4276300000000.0,2698700000000.0
668,C,False,8278100000000.0,8872100000000.0,9671900000000.0,8147600000000.0,8205000000000.0
669,C,False,1821800000000.0,2313300000000.0,1775900000000.0,1849800000000.0,1905000000000.0
670,C,True,5430000000000.0,5845600000000.0,6225300000000.0,5658700000000.0,5771400000000.0
671,C,False,2100800000000.0,2832400000000.0,2087700000000.0,1734900000000.0,1954800000000.0
672,C,False,4710400000000.0,3801700000000.0,6021900000000.0,4201700000000.0,4815300000000.0
673,C,False,7358800000000.0,7206900000000.0,6961200000000.0,6887700000000.0,7401400000000.0
674,C,False,529300000000.0,750480000000.0,753060000000.0,714020000000.0,1310400000000.0
675,C,False,12644000000000.0,11680000000000.0,14274000000000.0,12013000000000.0,12482000000000.0
676,C,False,11104000000000.0,9281200000000.0,8107400000000.0,6299400000000.0,6495800000000.0
677,C,True,2653200000000.0,2890400000000.0,2783400000000.0,2883400000000.0,2633800000000.0
678,C,False,6205300000000.0,6291800000000.0,5593600000000.0,5179000000000.0,5445000000000.0
679,C,False,524060000000.0,381470000000.0,851440000000.0,757390000000.0,702590000000.0
680,C,False,2463200000000.0,2555000000000.0,2946100000000.0,3321700000000.0,2849800000000.0
681,C,False,3668500000000.0,3115600000000.0,2990400000000.0,4785600000000.0,5137100000000.0
682,C,True,1769700000000.0,2163000000000.0,1447400000000.0,2078700000000.0,884330000000.0
683,C,False,1416300000000.0,1448100000000.0,1626300000000.0,1181300000000.0,1316500000000.0
684,C,False,5519000000000.0,5822000000000.0,5872200000000.0,4364600000000.0,4356500000000.0
685,C,False,5430000000000.0,5845600000000.0,6225300000000.0,5658700000000.0,5771400000000.0
686,C,False,0.0,84994000000.0,2947200000000.0,8174500000.0,23547000000.0
687,C,True,28951000000000.0,26300000000000.0,24995000000000.0,26091000000000.0,24338000000000.0
688,C,False,1368300000000.0,691380000000.0,803760000000.0,852380000000.0,831890000000.0
689,C,False,3562300000000.0,3197300000000.0,1663500000000.0,2152400000000.0,3259100000000.0
690,C,False,2809300000000.0,5218700000000.0,5715500000000.0,3573200000000.0,6054600000000.0
691,C,False,4776300000000.0,4219100000000.0,4302800000000.0,4334600000000.0,4755100000000.0
692,C,True,0.0,0.0,0.0,0.0,0.0
693,C,False,3971500000000.0,4493400000000.0,4448500000000.0,4338600000000.0,3785100000000.0
694,C,False,33858000000000.0,32561000000000.0,34523000000000.0,34531000000000.0,35841000000000.0
695,C,False,2382500000000.0,2712800000000.0,2838000000000.0,2303000000000.0,3067200000000.0
696,C,False,5920500000000.0,6235300000000.0,3716900000000.0,6775100000000.0,7757300000000.0
697,C,False,3052400000000.0,3414800000000.0,3365600000000.0,2878400000000.0,3352300000000.0
698,C,False,4707100000000.0,4799500000000.0,4954000000000.0,4485300000000.0,4178500000000.0
699,C,False,6942300000000.0,9148600000000.0,5184200000000.0,6640700000000.0,3739000000000.0
700,C,False,3129900000000.0,2781600000000.0,2248000000000.0,2072600000000.0,2058400000000.0
701,C,False,890660000000.0,1858200000000.0,2227000000000.0,1407700000000.0,2083600000000.0
702,C,True,6176300000000.0,6822900000000.0,6864700000000.0,8619200000000.0,7718900000000.0
703,C,False,4996400000000.0,4864500000000.0,5801500000000.0,4608200000000.0,5549900000000.0
704,C,False,2229300000000.0,2379400000000.0,1417500000000.0,1464200000000.0,2521700000000.0
705,C,False,20089000000000.0,21165000000000.0,22121000000000.0,22477000000000.0,22083000000000.0
706,C,False,2594600000000.0,2896200000000.0,3733500000000.0,2655400000000.0,1823400000000.0
707,C,False,916170000000.0,1356200000000.0,608920000000.0,1390300000000.0,849720000000.0
708,C,False,6404800000000.0,6268300000000.0,6267900000000.0,6771400000000.0,7667200000000.0
709,C,False,4385800000000.0,4005000000000.0,4222500000000.0,4221900000000.0,4124200000000.0
710,C,True,13661000000000.0,12174000000000.0,13161000000000.0,12626000000000.0,13862000000000.0
711,C,False,2372600000000.0,1293500000000.0,2295400000000.0,2314500000000.0,2215700000000.0
712,C,False,11160000000000.0,9836900000000.0,9336600000000.0,9262500000000.0,8955900000000.0
713,C,False,8349000000000.0,9754900000000.0,10063000000000.0,10316000000000.0,9683700000000.0
714,C,False,13497000000000.0,15239000000000.0,13590000000000.0,13834000000000.0,12335000000000.0
715,C,False,2226100000000.0,3074700000000.0,2466900000000.0,2794800000000.0,4219900000000.0
716,C,False,27830000000000.0,26064000000000.0,24968000000000.0,24704000000000.0,24939000000000.0
717,C,False,8977300000000.0,8215700000000.0,9411100000000.0,10077000000000.0,9894000000000.0
718,C,True,523890000000.0,1238000000000.0,511840000000.0,896330000000.0,867120000000.0
719,C,False,3168200000000.0,4417200000000.0,3862700000000.0,4115700000000.0,4967200000000.0
720,C,False,213890000000.0,430250000000.0,189830000000.0,242620000000.0,222620000000.0
721,C,False,3281400000000.0,3441200000000.0,3763000000000.0,3421700000000.0,2502300000000.0
722,C,False,3150100000000.0,4315700000000.0,4157300000000.0,4304600000000.0,4087800000000.0
723,C,False,4199900000000.0,1581400000000.0,695500000000.0,2219800000000.0,1455600000000.0
724,C,False,1889900000000.0,976890000000.0,1160400000000.0,1514800000000.0,1487000000000.0
725,C,True,1671100000000.0,1388600000000.0,1865400000000.0,1873600000000.0,2181900000000.0
726,C,False,2945200000000.0,1796100000000.0,2782700000000.0,2712800000000.0,2353400000000.0
727,C,False,2938000000000.0,4461300000000.0,1680300000000.0,1474300000000.0,1097000000000.0
728,C,False,766100000000.0,282400000000.0,1015400000000.0,322030000000.0,1315100000000.0
729,C,False,2174100000000.0,2719900000000.0,2038700000000.0,3396700000000.0,1140300000000.0
730,C,False,2539600000000.0,891930000000.0,1831900000000.0,2472000000000.0,3238000000000.0
731,C,False,4063500000000.0,3119600000000.0,2411500000000.0,2963200000000.0,3076700000000.0
732,C,False,25125000000000.0,22017000000000.0,25528000000000.0,23956000000000.0,23554000000000.0
733,C,False,7386000000000.0,8682400000000.0,8108300000000.0,8312800000000.0,8460900000000.0
734,C,False,14242000000000.0,13557000000000.0,14737000000000.0,12664000000000.0,13093000000000.0
735,C,False,617010000000.0,446600000000.0,477030000000.0,277850000000.0,275690000000.0
736,C,False,2460500000000.0,1593200000000.0,2280600000000.0,1606900000000.0,2312000000000.0
737,C,False,3086900000000.0,3287000000000.0,2901100000000.0,2752100000000.0,2756700000000.0
738,C,False,17362000000000.0,10112000000000.0,12707000000000.0,12797000000000.0,15615000000000.0
739,C,False,2339700000000.0,1524900000000.0,2317600000000.0,2807600000000.0,1324800000000.0
740,C,False,6957800000000.0,3454000000000.0,4325100000000.0,6484300000000.0,3195400000000.0
741,C,False,4672100000000.0,4964100000000.0,4131500000000.0,4224200000000.0,4912500000000.0
742,C,False,2862600000000.0,3477400000000.0,3762800000000.0,3328900000000.0,3041900000000.0
743,C,False,21069000000000.0,19641000000000.0,22254000000000.0,22845000000000.0,23089000000000.0
744,C,False,4004100000000.0,3751200000000.0,5695000000000.0,6646800000000.0,6649400000000.0
745,C,False,14421000000000.0,13898000000000.0,15133000000000.0,37034000000000.0,13247000000000.0
746,C,False,10081000000000.0,11148000000000.0,9885600000000.0,10741000000000.0,10535000000000.0
747,C,False,5124400000000.0,3199700000000.0,2674700000000.0,4258600000000.0,5276300000000.0
748,C,False,4491400000000.0,4718200000000.0,5031100000000.0,4491300000000.0,4695400000000.0
749,C,False,14066000000000.0,14402000000000.0,15274000000000.0,14697000000000.0,14673000000000.0
750,C,False,11119000000000.0,12013000000000.0,10787000000000.0,11061000000000.0,10989000000000.0
751,C,False,11204000000000.0,14000000000000.0,14420000000000.0,13398000000000.0,13167000000000.0
752,C,False,1381400000000.0,810900000000.0,1012600000000.0,1248500000000.0,1276800000000.0
753,C,False,668280000000.0,753040000000.0,931050000000.0,1703700000000.0,1314800000000.0
754,C,False,792050000000.0,472170000000.0,417850000000.0,488940000000.0,290230000000.0
755,C,False,20335000000000.0,21296000000000.0,21863000000000.0,21556000000000.0,22326000000000.0
756,C,False,206980000000.0,542280000000.0,515700000000.0,670270000000.0,863350000000.0
757,C,False,8805200000000.0,8809000000000.0,8800200000000.0,10130000000000.0,9121500000000.0
758,C,False,5720300000000.0,5026800000000.0,4303700000000.0,4953100000000.0,4443900000000.0
759,C,False,5515500000000.0,5149100000000.0,5373600000000.0,5907000000000.0,5776000000000.0
760,C,False,4422100000000.0,5820300000000.0,5201300000000.0,3927200000000.0,3819200000000.0
761,C,False,0.0,0.0,0.0,0.0,0.0
762,C,False,126060000000.0,337680000000.0,411120000000.0,307100000000.0,388360000000.0
763,C,False,4065900000000.0,4612000000000.0,6168800000000.0,3706600000000.0,1904700000000.0
764,C,False,18424000000000.0,17433000000000.0,14301000000000.0,16121000000000.0,16936000000000.0
765,C,False,1562000000000.0,1759400000000.0,1674500000000.0,1552700000000.0,1682700000000.0
766,C,False,2757500000000.0,2150100000000.0,2545600000000.0,2087600000000.0,2590300000000.0
767,C,False,1780600000000.0,1594800000000.0,1854800000000.0,834750000000.0,1518300000000.0
768,C,False,1527600000000.0,1457100000000.0,1934800000000.0,1426800000000.0,1058300000000.0
769,C,False,1769700000000.0,2163000000000.0,1447400000000.0,2078700000000.0,884330000000.0
770,C,False,1879800000000.0,2246900000000.0,1917000000000.0,1421500000000.0,1884800000000.0
771,C,False,3704000000000.0,4579300000000.0,3748300000000.0,4508400000000.0,4233500000000.0
772,C,False,5190200000000.0,6317900000000.0,6531500000000.0,4298300000000.0,5215800000000.0
773,C,False,1671100000000.0,1388600000000.0,1865400000000.0,1873600000000.0,2181900000000.0
774,C,False,9070200000000.0,10191000000000.0,8910700000000.0,9687600000000.0,9520100000000.0
775,C,False,9220400000000.0,8844200000000.0,10998000000000.0,10104000000000.0,11142000000000.0
776,C,False,2914700000000.0,3380400000000.0,4187400000000.0,3907400000000.0,3813800000000.0
777,C,False,34800000000000.0,34667000000000.0,38523000000000.0,34087000000000.0,34232000000000.0
778,C,False,3317600000000.0,3580800000000.0,3236000000000.0,3221500000000.0,2746500000000.0
779,C,False,31906000000.0,251190000000.0,121590000000.0,128080000000.0,292760000000.0
780,C,False,7865600000000.0,7585500000000.0,6577300000000.0,7571500000000.0,7544400000000.0
781,C,False,4266300000000.0,4359500000000.0,4020900000000.0,4503400000000.0,4625100000000.0
782,C,False,322950000000.0,2256800000000.0,1591400000000.0,1760500000000.0,826740000000.0
783,C,False,7913600000000.0,7996000000000.0,6656400000000.0,5910600000000.0,5005400000000.0
784,C,False,3590900000000.0,5131600000000.0,5680500000000.0,5882900000000.0,4786900000000.0
785,C,False,6461000000000.0,5674500000000.0,5970000000000.0,6080900000000.0,6171000000000.0
786,C,False,1625500000000.0,1552500000000.0,1712200000000.0,1793500000000.0,1535100000000.0
787,C,False,0.0,0.0,8323600000.0,33499000000.0,22787000000.0
788,C,False,3689600000000.0,1817900000000.0,1472100000000.0,1132400000000.0,1894300000000.0
789,C,False,5588800000000.0,3315700000000.0,4025400000000.0,3821200000000.0,4196300000000.0
790,C,False,18564000000000.0,19600000000000.0,18599000000000.0,16884000000000.0,16840000000000.0
791,C,True,2371000000000.0,1503200000000.0,1798400000000.0,1290400000000.0,2317500000000.0
792,C,False,2419700000000.0,3588000000000.0,3960900000000.0,3793800000000.0,4191700000000.0
793,C,False,4820000000000.0,3101300000000.0,3878200000000.0,3245300000000.0,4593400000000.0
794,C,False,4257600000000.0,1879900000000.0,2992800000000.0,1447500000000.0,3181700000000.0
795,C,False,10403000000000.0,10107000000000.0,10415000000000.0,10201000000000.0,9170300000000.0
796,C,False,523890000000.0,1238000000000.0,511840000000.0,896330000000.0,867120000000.0
797,C,False,1339200000000.0,1055300000000.0,1563500000000.0,1216200000000.0,1010200000000.0
798,C,False,2389600000000.0,2284700000000.0,3165900000000.0,2132200000000.0,2188900000000.0
799,C,False,2341900000000.0,2258900000000.0,3442600000000.0,1349100000000.0,2235400000000.0
800,C,False,16815000000000.0,16691000000000.0,15783000000000.0,17576000000000.0,19666000000000.0
801,C,False,3833800000000.0,6211500000000.0,5045800000000.0,4234100000000.0,3853900000000.0
802,C,False,6852300000000.0,7089500000000.0,7681200000000.0,6938600000000.0,9584200000000.0
803,C,False,3278100000000.0,3929800000000.0,5333400000000.0,7593800000000.0,3378100000000.0
804,C,False,95186000000.0,463970000000.0,436210000000.0,557840000000.0,508700000000.0
805,C,False,1480300000000.0,1243600000000.0,1430800000000.0,1319600000000.0,1915300000000.0
806,C,False,3880800000000.0,4576700000000.0,2519200000000.0,4160400000000.0,4679100000000.0
807,C,False,2468700000000.0,2448200000000.0,2902000000000.0,2872500000000.0,2892800000000.0
808,C,False,6864700000000.0,8619200000000.0,7718900000000.0,5280500000000.0,7793600000000.0
809,C,False,10025000000000.0,9134500000000.0,7078800000000.0,7057700000000.0,7758800000000.0
810,C,True,1167000000000.0,1866700000000.0,1359500000000.0,1003000000000.0,1497300000000.0
811,C,False,4922200000000.0,4424000000000.0,4527200000000.0,3516600000000.0,4480900000000.0
812,C,True,3131900000000.0,3487300000000.0,2387700000000.0,3581100000000.0,2264200000000.0
813,C,False,5311200000000.0,6925600000000.0,9349300000000.0,7360100000000.0,4472300000000.0
814,C,False,0.0,0.0,0.0,0.0,0.0
815,C,False,623080000000.0,523390000000.0,365590000000.0,501800000000.0,1690700000000.0
816,C,False,3384900000000.0,3551800000000.0,3874400000000.0,3150100000000.0,4595000000000.0
817,C,False,7310000000000.0,7037000000000.0,5813200000000.0,7185300000000.0,8156700000000.0
818,C,False,2908500000000.0,283780000000.0,372330000000.0,3455900000000.0,1122800000000.0
819,C,False,1167000000000.0,1866700000000.0,1359500000000.0,1003000000000.0,1497300000000.0
820,C,False,2249900000000.0,2464100000000.0,2950500000000.0,2560900000000.0,3146700000000.0
821,C,False,11078000000000.0,11665000000000.0,11550000000000.0,13082000000000.0,11840000000000.0
822,C,False,5427900000000.0,3974300000000.0,6805400000000.0,6987400000000.0,6636400000000.0
823,C,False,1995800000000.0,1823900000000.0,2007900000000.0,2293100000000.0,2088400000000.0
824,C,False,5890800000000.0,5870500000000.0,4816600000000.0,4061400000000.0,4268300000000.0
825,C,False,9260600000000.0,9947800000000.0,11140000000000.0,9033900000000.0,9549900000000.0
826,C,False,1742400000000.0,911540000000.0,1525000000000.0,1195900000000.0,2308200000000.0
827,C,False,712510000000.0,494420000000.0,752810000000.0,408920000000.0,426960000000.0
828,C,False,1096900000000.0,2012500000000.0,709230000000.0,697770000000.0,4486200000000.0
829,C,False,19096000000000.0,20890000000000.0,17965000000000.0,19053000000000.0,19961000000000.0
830,C,False,3475500000000.0,3474500000000.0,4062200000000.0,4342600000000.0,4355400000000.0
831,C,False,3218000000000.0,3702400000000.0,2984100000000.0,3070600000000.0,4507900000000.0
832,C,False,5606400000000.0,5747300000000.0,6485400000000.0,5766400000000.0,6306900000000.0
833,C,False,8695000000000.0,8742300000000.0,10353000000000.0,10093000000000.0,9850200000000.0
834,C,False,1351900000000.0,885900000000.0,1075700000000.0,1303400000000.0,2502200000000.0
835,C,False,8138200000000.0,7572500000000.0,7863900000000.0,6492200000000.0,7182500000000.0
836,C,False,5653100000000.0,5358600000000.0,5163500000000.0,5022000000000.0,4793500000000.0
837,C,False,2328300000000.0,2099600000000.0,3515400000000.0,2712600000000.0,2255800000000.0
838,C,False,3131900000000.0,3487300000000.0,2387700000000.0,3581100000000.0,2264200000000.0
839,C,False,1586800000000.0,939780000000.0,1420500000000.0,937030000000.0,1223900000000.0
840,C,False,4611300000000.0,3670700000000.0,3808700000000.0,4288200000000.0,3560700000000.0
841,C,False,2653200000000.0,2890400000000.0,2783400000000.0,2883400000000.0,2633800000000.0
842,C,False,1871300000000.0,2547400000000.0,3250800000000.0,2175700000000.0,2264200000000.0
843,C,False,11834000000000.0,11033000000000.0,9839200000000.0,10844000000000.0,10400000000000.0
844,C,False,13661000000000.0,12174000000000.0,13161000000000.0,12626000000000.0,13862000000000.0
845,B,True,2507100000000.0,1812700000000.0,3070700000000.0,2515900000000.0,2560900000000.0
846,B,False,5061300000000.0,5310200000000.0,5626400000000.0,5715000000000.0,5316600000000.0
847,B,False,708500000000.0,553060000000.0,769900000000.0,969840000000.0,886180000000.0
848,B,False,1368900000000.0,1128700000000.0,1290200000000.0,1010000000000.0,1214700000000.0
849,B,True,0.0,0.0,0.0,0.0,0.0
850,B,True,3079400000000.0,2621300000000.0,3148800000000.0,1816500000000.0,2104600000000.0
851,B,False,1469700000000.0,1393100000000.0,1790300000000.0,1637200000000.0,1235400000000.0
852,B,False,2099900000000.0,945410000000.0,667480000000.0,2152700000000.0,1973200000000.0
853,B,False,110120000000.0,48182000000.0,498500000000.0,746910000000.0,432240000000.0
854,B,False,747360000000.0,682030000000.0,750890000000.0,1169700000000.0,698920000000.0
855,B,True,2562800000000.0,2386500000000.0,1717400000000.0,2333500000000.0,2278700000000.0
856,B,False,323180000000.0,346900000000.0,312020000000.0,263350000000.0,550750000000.0
857,B,True,2928100000000.0,2485500000000.0,3314000000000.0,3214600000000.0,3893300000000.0
858,B,False,1012700000000.0,1218100000000.0,1199200000000.0,1566300000000.0,947780000000.0
859,B,False,4343900000000.0,4055600000000.0,2285400000000.0,2645900000000.0,3483600000000.0
