,FLARE_TYPE,COINCIDENCE,MEANGBH_1,MEANGBH_2,MEANGBH_3,MEANGBH_4,MEANGBH_5,MEANGBH_6,MEANGBH_7,MEANGBH_8,MEANGBH_9,MEANGBH_10,MEANGBH_11,MEANGBH_12,MEANGBH_13,MEANGBH_14,MEANGBH_15,MEANGBH_16,MEANGBH_17,MEANGBH_18,MEANGBH_19,MEANGBH_20,MEANGBH_21,MEANGBH_22,MEANGBH_23,MEANGBH_24,MEANGBH_25,MEANGBH_26,MEANGBH_27,MEANGBH_28,MEANGBH_29,MEANGBH_30,MEANGBH_31,MEANGBH_32,MEANGBH_33,MEANGBH_34,MEANGBH_35,MEANGBH_36,MEANGBH_37,MEANGBH_38,MEANGBH_39,MEANGBH_40,MEANGBH_41,MEANGBH_42,MEANGBH_43,MEANGBH_44,MEANGBH_45,MEANGBH_46,MEANGBH_47,MEANGBH_48,MEANGBH_49,MEANGBH_50,MEANGBH_51,MEANGBH_52,MEANGBH_53,MEANGBH_54,MEANGBH_55,MEANGBH_56,MEANGBH_57,MEANGBH_58,MEANGBH_59,MEANGBH_60,MEANGBH_61,MEANGBH_62,MEANGBH_63,MEANGBH_64,MEANGBH_65,MEANGBH_66,MEANGBH_67,MEANGBH_68,MEANGBH_69,MEANGBH_70,MEANGBH_71,MEANGBH_72,MEANGBH_73,MEANGBH_74,MEANGBH_75,MEANGBH_76,MEANGBH_77,MEANGBH_78,MEANGBH_79,MEANGBH_80,MEANGBH_81,MEANGBH_82,MEANGBH_83,MEANGBH_84,MEANGBH_85,MEANGBH_86,MEANGBH_87,MEANGBH_88,MEANGBH_89,MEANGBH_90,MEANGBH_91,MEANGBH_92,MEANGBH_93,MEANGBH_94,MEANGBH_95,MEANGBH_96,MEANGBH_97,MEANGBH_98,MEANGBH_99,MEANGBH_100,MEANGBH_101,MEANGBH_102,MEANGBH_103,MEANGBH_104,MEANGBH_105,MEANGBH_106,MEANGBH_107,MEANGBH_108,MEANGBH_109,MEANGBH_110,MEANGBH_111,MEANGBH_112,MEANGBH_113,MEANGBH_114,MEANGBH_115,MEANGBH_116,MEANGBH_117,MEANGBH_118,MEANGBH_119,MEANGBH_120
437,M,False,62.159,62.264,61.972,61.887,61.77,62.014,62.047,62.026,62.709,63.766,64.551,65.397,66.49,67.248,67.66,68.467,69.179,69.776,69.408,69.311,69.201,69.027,68.705,67.957,67.472,66.668,65.927,64.997,64.434,64.278,64.012,64.127,63.877,64.094,64.064,63.311,63.182,63.677,63.984,64.415,64.911,64.632,64.34,63.795,63.769,63.999,63.918,64.042,64.261,64.021,64.285,64.167,63.804,63.432,63.699,63.529,62.925,63.336,63.711,63.958,64.609,64.589,65.805,66.72,68.081,68.871,69.767,70.298,70.741,70.474,70.699,70.778,70.502,70.524,70.05,69.416,68.955,67.807,67.3,66.4,66.223,65.858,65.352,65.205,64.945,65.302,65.1,65.207,65.081,65.588,66.368,67.172,68.323,68.305,68.971,68.703,68.671,68.865,69.121,68.719,69.518,69.342,68.936,69.106,69.098,69.165,68.869,69.1,68.675,68.837,68.749,69.076,68.921,68.986,68.836,68.166,67.775,67.292,67.328,66.768
438,M,True,32.964,32.969,33.14,33.237,33.736,33.575,34.208,33.876,33.573,34.322,34.053,34.457,34.601,34.717,34.898,35.235,35.229,35.08,35.224,35.919,35.564,35.812,35.505,35.538,35.386,35.264,34.973,34.645,34.478,33.975,33.973,33.803,33.788,33.808,34.123,34.349,34.378,34.526,35.471,35.192,35.533,35.923,36.107,36.516,36.612,36.774,36.951,37.154,37.436,38.178,37.823,37.88,37.883,37.622,37.736,37.87,37.81,37.482,37.582,37.866,37.544,37.481,37.6,37.734,38.054,38.176,38.332,38.36,38.601,38.661,38.46,38.899,38.992,39.104,39.227,39.917,40.04,40.202,40.106,39.99,40.301,40.171,40.239,40.273,39.853,39.646,39.422,39.48,39.262,39.395,39.137,38.852,38.692,38.769,38.904,38.784,38.648,39.193,39.196,39.459,40.051,40.087,40.627,40.913,41.173,41.7,41.484,41.52,41.87,41.599,41.587,41.534,41.49,41.332,41.195,41.362,41.451,41.455,41.21,41.585
439,M,True,36.774,36.951,37.154,37.436,38.178,37.823,37.88,37.883,37.622,37.736,37.87,37.81,37.482,37.582,37.866,37.544,37.481,37.6,37.734,38.054,38.176,38.332,38.36,38.601,38.661,38.46,38.899,38.992,39.104,39.227,39.917,40.04,40.202,40.106,39.99,40.301,40.171,40.239,40.273,39.853,39.646,39.422,39.48,39.262,39.395,39.137,38.852,38.692,38.769,38.904,38.784,38.648,39.193,39.196,39.459,40.051,40.087,40.627,40.913,41.173,41.7,41.484,41.52,41.87,41.599,41.587,41.534,41.49,41.332,41.195,41.362,41.451,41.455,41.21,41.585,41.352,41.259,41.218,41.121,41.225,41.239,41.303,41.443,41.599,41.687,41.629,41.785,41.887,42.057,42.389,42.508,42.479,42.561,42.706,42.718,42.681,42.386,42.246,42.066,41.764,41.512,41.214,40.981,40.99,41.074,41.303,41.123,41.271,41.498,41.85,42.135,42.389,42.574,42.901,43.206,43.508,43.753,43.771,43.866,43.936
440,M,False,41.303,41.123,41.271,41.498,41.85,42.135,42.389,42.574,42.901,43.206,43.508,43.753,43.771,43.866,43.936,43.992,44.431,44.465,44.45,44.541,44.363,44.253,44.141,43.92,43.906,43.649,43.721,43.637,43.978,44.013,44.012,44.156,44.177,44.155,44.352,44.473,44.422,44.593,44.601,44.742,45.158,45.096,45.238,45.325,45.457,45.538,45.764,45.856,45.915,45.933,45.902,46.269,46.348,46.195,46.059,45.999,45.876,45.897,45.681,45.624,45.442,45.323,45.119,44.913,44.771,44.409,44.576,44.807,44.574,44.776,45.033,45.17,45.729,45.569,46.029,46.08,46.58,46.789,46.772,47.084,47.134,47.102,47.156,46.92,46.791,46.905,46.718,46.86,47.009,47.236,47.38,47.272,47.439,47.372,47.077,47.29,47.3,47.158,47.189,47.495,47.198,46.938,46.936,47.265,47.508,47.496,47.489,47.354,47.258,47.387,47.245,46.819,46.764,46.606,46.404,46.269,45.909,45.828,45.888,45.947
441,M,False,58.462,58.197,58.0,57.192,56.494,55.896,55.703,55.361,54.838,54.865,54.967,54.76,55.02,54.706,54.73,55.402,55.283,55.424,55.91,56.086,56.366,56.832,56.75,56.992,57.069,57.102,57.531,57.051,57.136,56.896,56.948,57.15,57.009,56.908,56.711,56.824,56.696,56.885,57.208,56.837,57.124,56.627,56.115,55.912,55.301,55.565,54.912,54.869,54.553,53.836,54.11,54.028,53.959,54.44,54.607,54.956,55.521,56.003,56.521,57.155,56.938,57.183,57.412,57.425,57.329,57.916,57.627,57.773,57.681,57.337,57.096,56.579,56.221,55.959,55.25,55.221,55.186,54.36,54.583,54.344,54.067,54.015,54.288,54.427,54.47,54.542,54.73,55.001,54.982,54.865,54.494,54.309,54.532,54.46,54.618,54.752,54.374,54.142,54.192,54.32,54.179,53.921,53.636,53.557,53.882,53.821,53.824,54.192,54.26,54.84,54.992,55.379,55.444,56.29,56.753,56.575,56.845,57.11,57.171,57.023
442,M,False,57.978,58.129,58.047,57.944,58.077,58.31,58.353,58.557,59.139,59.108,59.59,59.634,59.935,60.08,59.751,59.617,59.726,59.821,59.457,60.133,60.286,60.11,60.084,60.05,59.974,60.492,60.889,60.814,60.945,60.88,60.646,60.536,60.393,60.025,59.52,59.518,59.638,59.32,58.965,58.694,57.969,57.861,58.009,57.465,57.703,57.217,56.978,57.028,56.511,56.87,56.677,56.728,56.69,56.645,56.451,56.445,56.568,56.608,57.328,57.867,58.105,57.933,58.16,58.418,59.077,59.094,59.033,58.839,58.605,58.647,58.441,58.319,57.951,58.003,58.113,57.781,58.2,57.772,57.464,56.941,56.752,56.727,56.592,56.439,56.16,56.285,56.174,56.453,56.505,56.656,56.684,57.188,57.292,57.455,57.722,57.644,57.598,57.56,57.924,58.097,57.943,57.984,58.456,58.4,58.37,58.219,58.334,58.035,57.947,57.444,57.167,57.09,56.579,56.525,56.051,56.155,56.051,55.187,55.001,54.758
443,M,False,56.752,56.727,56.592,56.439,56.16,56.285,56.174,56.453,56.505,56.656,56.684,57.188,57.292,57.455,57.722,57.644,57.598,57.56,57.924,58.097,57.943,57.984,58.456,58.4,58.37,58.219,58.334,58.035,57.947,57.444,57.167,57.09,56.579,56.525,56.051,56.155,56.051,55.187,55.001,54.758,54.776,54.889,54.76,55.052,55.203,55.3,55.066,55.57,55.764,56.033,56.408,56.898,56.634,56.632,57.189,57.331,57.013,57.189,57.309,57.44,57.598,57.612,57.757,57.891,57.758,57.273,57.432,57.462,57.313,57.05,56.689,56.523,56.665,56.887,56.435,56.163,55.59,55.416,55.439,55.266,55.327,54.817,54.588,54.396,54.323,53.782,53.221,53.088,53.066,52.707,52.292,51.587,51.816,51.989,52.1,52.103,52.147,52.488,53.006,52.793,53.012,53.167,53.581,53.611,53.871,53.883,54.58,54.797,54.756,54.627,55.079,55.101,55.125,55.238,55.636,55.227,54.965,55.042,54.989,55.159
444,M,False,43.882,44.236,44.3,44.619,44.557,45.059,45.417,45.343,45.584,45.97,45.972,46.09,46.292,46.156,46.252,46.127,45.952,46.021,46.205,46.073,45.923,46.127,45.921,45.705,45.887,45.826,45.894,45.919,46.032,46.162,46.002,46.109,45.953,46.113,46.256,46.603,46.276,46.692,46.82,46.957,47.073,47.351,47.639,47.69,47.663,47.793,47.781,47.802,48.052,48.257,48.25,48.246,48.298,48.043,48.206,48.405,48.322,48.245,48.119,47.896,48.042,47.937,47.929,47.783,47.713,47.626,47.746,47.791,47.787,48.118,47.839,48.02,48.423,48.222,48.484,48.878,49.354,49.407,49.536,49.465,49.302,49.886,50.068,50.26,50.424,50.439,50.678,50.736,50.768,50.61,50.817,51.081,51.4,51.684,51.812,51.832,51.839,51.96,51.911,51.562,52.295,52.415,52.324,52.734,52.868,52.584,52.406,52.632,53.15,53.177,53.343,53.772,54.036,54.32,54.667,54.738,54.875,55.419,55.44,55.809
445,M,True,61.705,61.747,61.616,61.7,61.804,61.934,61.694,61.854,61.93,61.947,61.689,61.405,61.624,61.609,61.525,61.226,61.222,61.0,61.146,61.238,61.319,61.116,61.343,61.514,61.669,61.504,61.375,61.58,61.467,61.868,61.898,61.983,62.095,62.027,61.705,61.862,62.127,62.162,61.903,62.028,62.047,61.592,61.639,61.598,61.287,60.901,61.148,60.803,60.83,60.814,60.336,60.513,60.332,60.533,60.656,60.813,60.896,60.699,60.927,61.057,60.706,60.993,60.615,60.454,60.645,60.573,60.59,60.712,60.356,60.282,60.615,60.814,60.66,60.768,60.877,61.052,61.239,61.218,61.654,61.785,61.816,61.972,62.147,61.967,62.4,62.456,62.295,61.9,61.658,61.584,61.553,61.096,61.348,61.119,61.053,60.806,60.637,60.289,60.446,60.135,60.171,60.367,60.338,60.43,60.529,60.263,60.109,60.136,60.61,60.687,60.869,60.959,61.159,61.407,61.596,61.81,61.91,62.161,61.982,62.014
446,M,True,59.705,59.808,59.791,59.338,59.659,60.326,60.82,60.609,60.559,61.33,61.914,60.855,61.031,61.023,61.637,62.296,62.521,63.075,62.653,61.959,60.927,61.007,61.095,61.87,61.235,61.545,60.154,59.957,60.035,60.187,59.883,58.894,58.284,57.963,57.994,58.218,57.597,57.933,57.996,58.091,58.591,58.365,58.379,58.873,58.915,59.466,59.908,60.261,60.55,60.474,59.898,60.466,59.642,59.471,59.916,59.877,61.004,60.957,60.631,59.987,59.885,60.375,60.524,60.362,60.306,61.046,60.403,60.314,60.785,61.014,60.87,60.346,59.927,59.455,59.394,59.654,59.371,59.801,59.478,59.407,59.587,59.914,59.869,60.191,60.708,60.95,62.217,63.046,63.385,63.648,64.186,64.855,64.947,65.219,65.332,65.757,65.335,65.488,65.066,64.788,64.657,64.443,64.066,64.046,64.195,64.271,63.865,63.627,63.553,63.455,63.204,62.865,63.105,62.809,61.999,61.717,61.651,61.743,61.744,62.101
447,M,False,65.324,64.973,64.622,64.271,64.078,63.991,63.878,63.586,63.211,63.546,63.632,63.452,63.135,63.378,63.254,63.722,63.375,63.576,63.475,63.85,63.512,63.405,63.441,63.759,63.483,63.206,63.348,63.342,63.084,63.532,64.049,64.368,63.7,64.289,64.354,64.567,64.597,64.856,64.729,64.956,65.202,65.925,66.21733333333333,66.50966666666667,66.802,66.641,66.643,66.576,66.77,66.537,66.326,65.985,65.515,64.568,64.499,63.91,63.522,63.304,62.916,62.456,62.176,61.953,61.88,61.771,61.32,61.178,61.722,61.915,61.937,61.667,61.693,61.712,62.089,62.093,62.338,62.545,62.25,62.213,62.536,62.452,62.1,62.672,62.042,61.89,62.057,61.585,61.562,61.756,61.498,61.077,61.169,61.263,60.867,61.372,61.537,61.717,62.12,62.426,62.189,63.258,63.412,63.612,64.025,64.24,64.588,64.749,64.53,64.686,64.272,64.229,64.639,64.346,64.332,64.226,64.216,62.803,62.61,61.88,62.008,61.703
448,M,True,46.169,46.427,46.309,46.517,46.714,46.949,47.238,47.604,47.88,48.38,48.77,49.212,49.473,49.901,50.184,50.317,50.634,50.464,50.514,50.382,50.397,50.265,50.087,50.24,50.18,50.109,50.236,50.157,50.117,49.888,49.876,49.79,49.944,50.107,50.116,50.231,50.014,50.139,50.148,50.32,50.451,50.211,50.387,50.416,50.498,50.515,50.166,49.854,49.353,49.048,48.602,47.963,47.779,47.174,46.684,46.326,46.15,45.889,45.663,45.604,45.636,45.526,45.315,45.346,45.338,45.942,46.123,46.245,46.322,46.71,46.964,47.306,47.308,47.448,47.399,47.603,47.617,47.034,47.042,46.891,46.82,46.42,46.232,46.089,45.817,45.633,45.561,45.529,45.33,45.257,45.082,45.213,44.896,44.819,44.942,44.712,44.716,44.655,44.893,44.537,44.8,44.874,45.069,44.927,44.959,45.091,45.005,44.93,44.623,43.904,43.605,43.392,43.132,42.711,42.393,42.186,41.861,41.636,41.727,41.669
449,M,False,57.748,57.817,57.662,57.731,57.726,57.624,57.464,57.764,57.927,57.961,57.47,57.727,58.23,58.079,58.071,58.259,58.253,58.076,58.024,58.198,58.298,58.438,58.693,59.47,59.287,60.276,60.259,60.456,60.721,60.871,60.992,61.497,61.219,60.825,60.905,60.014,59.034,58.357,57.512,57.297,56.679,56.679,56.276,56.005,55.821,56.351,56.459,56.611,56.318,56.283,56.445,56.515,56.835,57.307,57.399,58.062,58.509,58.606,59.01,58.921,59.1,59.368,59.201,59.637,59.354,59.465,59.866,59.719,59.369,59.645,59.685,59.888,59.462,59.922,60.005,59.43,59.187,59.922,59.496,59.874,59.629,59.888,60.173,60.107,60.06,59.868,59.559,59.007,58.699,58.375,58.062,58.326,57.46,57.3,57.093,57.113,56.642,56.771,56.338,56.472,56.895,57.382,57.735,58.136,58.26,58.677,59.09,59.166,59.682,59.364,59.553,59.329,59.397,59.317,59.244,59.247,58.966,59.021,59.048,58.966
450,M,False,45.213,44.896,44.819,44.942,44.712,44.716,44.655,44.893,44.537,44.8,44.874,45.069,44.927,44.959,45.091,45.005,44.93,44.623,43.904,43.605,43.392,43.132,42.711,42.393,42.186,41.861,41.636,41.727,41.669,41.665,41.676,41.822,41.843,42.003,42.047,42.256,42.641,42.845,43.115,43.58,43.542,43.63,43.577,43.829,43.878,43.821,43.617,43.386,43.829,43.755,43.838,43.818,43.799,43.646,43.643,43.498,43.371,43.549,43.235,43.237,43.153,43.543,43.702,43.625,43.557,43.68,43.459,43.637,43.468,43.522,43.495,43.258,43.41,43.371,43.39,42.816,42.782,42.318,41.852,41.714,41.284,40.786,40.377,40.177,39.93,39.859,39.638,39.589,39.616,39.492,39.25,39.165,39.39,39.404,39.603,39.745,39.953,40.494,40.388,40.546,40.942,40.825,40.876,40.882,40.878,40.718,40.945,40.626,40.464,40.43,40.316,40.154,40.179,39.543,39.898,40.009,39.87,39.886,39.849,39.749
451,M,False,49.951,49.646,49.738,49.997,49.978,50.733,50.04,49.933,50.628,50.782,50.696,50.886,50.648,50.291,50.062,50.048,50.289,49.555,49.332,49.238,49.173,48.256,47.709,47.519,47.42,47.355,47.584,47.552,47.174,47.068,47.31,47.698,48.062,48.239,49.241,49.225,49.717,49.927,50.519,50.662,50.922,51.014,51.659,51.753,52.367,52.116,51.56,51.37,51.311,51.251999999999995,51.193,51.134,51.075,51.016,50.957,50.898,50.839,50.78,50.31,50.805,51.064,51.948,51.641,51.273,51.383,51.178,51.273,50.95,51.93,52.28,52.441,52.622,52.286,52.764,52.955,53.013,52.795,52.433,51.607,51.425,50.989,49.929,49.475,49.416,48.725,48.775,48.73,48.287,48.65,48.953,49.554,50.069,50.447,50.559,51.722,51.72,51.698,52.435,52.617,52.774,53.237,53.533,54.226,54.638,54.737,54.888,55.205,55.133,55.102,54.324,54.221,53.864,53.379,53.765,53.915,53.861,54.362,54.188,54.874,54.066
452,M,False,58.332,58.086,58.105,58.488,58.46,58.467,58.838,59.348,59.523,60.201,60.338,60.613,60.405,60.585,60.998,61.108,61.743,61.679,61.72,61.52,61.463,61.063,61.386,61.742,61.865,61.565,61.516,61.317,61.175,60.843,60.719,60.355,60.23,60.184,59.607,59.087,58.421,58.375,58.448,58.372,58.387,58.499,58.383,58.709,59.308,59.62,60.688,61.358,61.838,62.515,63.257,63.71,64.486,64.434,64.796,64.439,64.467,64.489,64.299,63.718,63.336,62.897,62.065,61.83,62.249,61.877,61.443,61.644,61.094,61.19,60.899,61.375,61.5,61.432,61.162,61.547,62.013,62.218,62.027,62.05,62.297,62.361,62.521,62.463,62.356,62.351,62.078,62.257,62.023,61.963,62.088,62.053,62.162,61.983,61.552,61.846,62.219,62.31,62.951,63.404,63.413,63.759,64.14,64.708,65.032,65.774,66.182,66.446,66.149,65.962,66.193,65.604,65.25,64.721,63.919,64.304,64.071,63.498,62.825,62.138
453,M,False,62.243,61.919,61.454,61.036,61.545,61.254,60.895,60.933,61.115,61.082,60.938,61.328,61.708,62.239,62.601,62.934,63.347,63.631,63.868,64.145,64.82,65.106,65.335,65.332,64.892,64.348,63.938,63.094,62.636,61.983,60.991,61.289,60.942,60.763,60.795,61.3,61.621,62.021,61.808,61.989,61.979,62.292,62.859,62.679,62.957,62.801,63.13,63.769,63.682,63.558,63.348,63.369,62.892,63.154,62.905,62.765,63.265,63.195,63.407,62.81,62.841,62.509,62.572,62.049,61.846,61.453,61.379,61.055,61.361,60.924,60.539,60.337,60.206,60.733,60.484,60.377,60.952,61.227,62.613,63.114,64.022,64.583,65.186,64.938,65.019,64.301,63.846,64.18,63.786,63.612,63.338,63.627,62.965,62.52,62.318,62.049,61.655,61.362,61.355,61.313,60.592,60.544,60.735,60.606,60.964,61.361,61.114,61.367,61.135,61.339,61.185,61.151,60.824,61.073,61.095,61.101,61.087,61.379,61.091,61.781
454,M,False,50.339,50.146,49.685,49.366,48.987,49.296,49.237,48.988,49.235,49.748,49.97,50.702,50.779,51.491,52.197,52.844,53.668,53.848,53.893,54.716,54.634,54.212,54.026,53.978,53.605,53.278,52.837,52.706,52.335,52.266,52.22,51.616,51.689,51.571,52.495,52.19,52.175,52.303,52.55,52.698,52.897,52.92,53.403,53.629,53.694,53.915,53.804,53.769,53.917,53.724,53.62,53.453,53.262,53.225,53.583,53.202,52.989,53.084,53.581,53.205,53.592,53.716,54.13,54.986,54.884,55.161,55.424,56.286,57.07,57.597,57.933,58.394,58.721,59.241,58.748,59.016,58.461,58.661,57.878,57.444,56.575,56.311,55.439,55.171,55.328,55.275,55.88,56.061,56.347,56.362,57.259,57.298,57.869,58.251,58.71,58.511,59.096,59.248,59.186,59.764,60.231,59.922,60.654,60.327,60.765,60.411,60.213,60.561,61.012,60.81,60.925,60.843,60.692,60.442,60.622,60.478,59.599,59.654,58.987,58.46
455,M,False,62.271,62.428,62.018,61.86,61.72,60.877,60.944,61.248,61.993,61.978,62.255,62.91,63.021,63.381,64.275,65.42,66.089,66.692,66.818,67.005,66.259,65.859,65.371,64.546,63.809,63.357,62.581,62.27,61.724,61.521,61.437,61.312,61.148,61.068,61.397,61.66,62.014,62.224,62.698,63.013,63.389,63.465,63.46,63.185,63.214,63.578,63.482,63.226,63.232,63.038,63.247,63.193,63.295,63.43,62.916,63.524,63.062,62.891,62.204,62.217,62.137,62.149,62.42,62.54,62.581,62.962,63.29,63.93,64.625,64.896,66.179,66.684,66.693,66.691,66.628,66.437,65.227,65.168,64.27,63.401,62.811,62.28,62.087,62.438,62.838,63.064,62.768,63.205,63.592,63.898,63.72,63.681,64.318,64.765,65.261,65.308,65.657,66.039,66.526,66.468,66.622,66.458,67.193,67.103,66.672,66.398,66.431,66.892,66.749,66.604,67.113,66.897,67.379,66.525,66.716,67.23,67.026,67.03,66.197,65.646
456,M,False,29.171,29.462,33.503,28.59,29.806,28.946,29.331,29.844,30.1,30.318,30.284,30.173,29.902,30.695,31.002,30.556,31.878,31.38,31.631,31.63,33.499,31.434,31.76,31.971,31.773,31.449,31.003,32.252,33.111,33.201,32.739,33.096,33.33,33.334,34.386,33.726,33.108,33.667,33.532,34.713,35.065,34.963,36.084,34.788,35.079,34.86,34.812,35.341,35.302,34.303,33.696,34.708,33.86,35.172,33.943,34.013,35.17,34.467,35.463,35.043,35.085,35.733,35.916,36.329,36.778,36.428,36.142,36.367,35.638,35.875,35.624,35.468,34.947,34.906,35.384,34.645,35.097,36.156,35.206,35.545,35.357,35.978,35.344,35.488,36.106,35.882,36.561,36.583,36.411,36.685,36.747,36.61,37.075,36.51,36.213,36.914,36.976,37.035,36.183,36.726,36.605,36.66192857142857,36.71885714285714,36.77578571428571,36.83271428571428,36.88964285714285,36.946571428571424,37.003499999999995,37.06042857142857,37.11735714285714,37.17428571428571,37.23121428571428,37.28814285714285,37.34507142857142,37.402,37.45892857142857,37.51585714285714,37.572785714285715,37.629714285714286,37.68664285714286
457,M,True,62.942,63.01,62.647,63.316,64.068,63.621,63.597,63.768,64.035,63.655,63.501,63.412,63.605,64.092,63.436,63.129,63.378,63.059,63.045,62.417,61.73,62.05,62.208,61.797,62.018,62.653,62.655,62.852,63.192,63.275,63.693,63.78028571428571,63.867571428571424,63.95485714285714,64.04214285714285,64.12942857142858,64.21671428571429,64.304,64.39128571428571,64.47857142857143,64.56585714285714,64.65314285714285,64.74042857142857,64.82771428571428,64.91499999999999,65.00228571428572,65.08957142857143,65.17685714285714,65.26414285714286,65.35142857142857,65.43871428571428,65.526,65.61328571428571,65.70057142857142,65.78785714285715,65.87514285714286,65.96242857142857,66.04971428571429,66.137,66.5,66.038,66.23,65.96233333333333,65.69466666666668,65.427,65.578,65.332,65.621,65.773,65.047,65.347,65.274,65.618,65.627,65.434,65.663,66.327,66.825,66.438,66.312,67.33,67.369,66.93,66.756,66.876,66.593,66.556,66.368,66.024,66.015,65.433,65.058,64.367,63.709,63.069,62.308,62.398,61.998,62.013,61.489,61.929,62.802,63.066,64.055,65.052,65.228,65.274,65.492,66.114,65.683,65.695,65.41,64.721,64.825,64.015,64.148,63.767,63.231,63.037,62.98
458,M,False,65.578,65.332,65.621,65.773,65.047,65.347,65.274,65.618,65.627,65.434,65.663,66.327,66.825,66.438,66.312,67.33,67.369,66.93,66.756,66.876,66.593,66.556,66.368,66.024,66.015,65.433,65.058,64.367,63.709,63.069,62.308,62.398,61.998,62.013,61.489,61.929,62.802,63.066,64.055,65.052,65.228,65.274,65.492,66.114,65.683,65.695,65.41,64.721,64.825,64.015,64.148,63.767,63.231,63.037,62.98,62.544,63.084,63.101,62.944,62.606,62.11,62.459,62.231,61.692,62.072,61.701,62.092,61.701,61.553,61.895,61.467,61.5838,61.7006,61.8174,61.934200000000004,62.051,62.098,61.985,61.816,63.177,63.818,64.618,64.566,65.296,65.069,65.777,65.959,65.966,66.042,65.606,65.218,64.441,63.646,62.706,61.992,60.742,60.9,60.781,61.232,61.534,62.502,62.775,63.252,64.237,64.676,65.531,66.046,66.021,65.88,66.149,66.282,66.219,65.798,65.301,65.282,64.987,64.437,64.117,63.791,62.912
459,M,False,66.015,65.433,65.058,64.367,63.709,63.069,62.308,62.398,61.998,62.013,61.489,61.929,62.802,63.066,64.055,65.052,65.228,65.274,65.492,66.114,65.683,65.695,65.41,64.721,64.825,64.015,64.148,63.767,63.231,63.037,62.98,62.544,63.084,63.101,62.944,62.606,62.11,62.459,62.231,61.692,62.072,61.701,62.092,61.701,61.553,61.895,61.467,61.5838,61.7006,61.8174,61.934200000000004,62.051,62.098,61.985,61.816,63.177,63.818,64.618,64.566,65.296,65.069,65.777,65.959,65.966,66.042,65.606,65.218,64.441,63.646,62.706,61.992,60.742,60.9,60.781,61.232,61.534,62.502,62.775,63.252,64.237,64.676,65.531,66.046,66.021,65.88,66.149,66.282,66.219,65.798,65.301,65.282,64.987,64.437,64.117,63.791,62.912,62.749,62.92,62.688,62.703,62.75,62.444,61.907,61.774,61.963,61.89,61.939,61.917,62.22,62.753,63.265,63.422,63.556,63.964,64.486,64.816,65.532,65.774,66.004,65.828
460,M,False,38.503,38.625,37.971,37.79,37.66,37.574,37.738,38.02,37.913,37.583,38.013,37.748,37.822,37.9532,38.0844,38.2156,38.3468,38.478,38.757,37.843,36.924,39.105,39.037,39.393,39.341,39.087,38.87,38.462,38.263,37.869,37.852,37.726,37.834,37.71,38.15,37.89,38.406,38.53,38.641,38.872,39.154,39.68,40.134,40.524,40.578,40.903,40.986,40.788,40.693,40.86,40.569,40.248,40.051,39.713,39.238,39.277,39.06,38.98,38.571,38.539,38.484,38.466,38.41,38.329,38.369,38.642,38.546,38.478,38.405,38.772,38.584,38.897,38.916,39.031,39.082,39.245,39.364,39.459,39.541,39.952,40.169,40.24,40.541,40.961,41.26,41.653,41.909,42.247,42.602,42.854,42.819,42.991,42.774,42.407,42.191,42.002,41.575,41.357,40.952,40.712,40.293,40.231,40.143,40.122,40.097,40.365,40.756,41.355,41.527,41.913,42.202,42.191,42.943,43.026,43.187,43.088,43.005,43.178,42.878,42.844
461,M,False,68.062,67.82,66.939,67.165,67.549,67.958,68.491,68.206,68.302,68.517,68.541,67.953,67.912,67.789,68.001,67.471,67.196,67.206,66.743,65.893,66.128,65.349,65.258,64.889,65.008,64.846,65.474,66.494,67.722,68.476,69.057,69.834,70.122,70.88,70.099,71.055,70.852,70.228,69.727,69.913,68.921,68.788,67.903,67.156,66.855,66.769,66.425,66.228,66.499,65.997,65.568,65.553,64.958,65.778,65.594,65.2,65.592,65.176,64.842,64.951,65.1,64.812,65.332,65.114,65.384,65.557,65.934,66.418,66.956,67.655,67.732,68.257,68.577,69.286,69.894,70.616,71.075,71.542,72.035,72.669,72.582,71.764,71.101,70.932,70.029,68.922,68.042,66.385,65.835,65.675,65.482,65.662,66.011,66.403,67.139,68.158,68.929,69.54,69.765,70.239,71.043,71.319,71.229,71.847,71.545,71.665,71.637,70.752,70.976,70.297,70.514,69.861,69.116,68.959,68.876,68.894,68.402,68.115,68.188,68.204
462,M,False,31.319,31.497,31.006,31.066,32.24,32.393,32.622,32.475,33.041,33.739,33.549,33.79,33.889,33.444,34.447,34.765,34.5,34.223,34.8,34.412,33.647,33.89,34.061,33.798,34.325,34.846,35.204,36.157,36.357,36.652,36.565,36.84,36.974,36.989,37.268,37.242,37.575,37.969,37.994,37.896,37.202,37.623,37.151,37.912,37.342,36.987,36.245,37.106,37.189,36.854,36.622,36.541,36.902,37.391,37.652,38.055,38.782,39.363,39.775,39.991,39.419,39.513,38.274,39.164,38.6,38.189,38.307,37.684,37.894,37.748,37.344,37.701,38.449,38.607,37.204,37.475,37.38,37.063,36.61,37.202,37.116,37.211,37.192,37.231,37.525,37.908,38.186,38.158,37.958,37.771,37.68,37.428,37.638,37.168,36.584,36.527,36.908,36.436,37.081,36.699,36.82,36.972,37.28,37.802,37.757,38.043,38.483,38.89,39.019,39.589,39.519,39.37,39.269,38.891,38.43,37.963,38.186,37.979,37.921,37.475
